value	group
3.04033	Omicron
3.04398	Omicron
3.20014	Omicron
2.87304	Omicron
2.84778	Omicron
2.84094	Omicron
2.77916	Omicron
3.08897	Omicron
2.75212	Omicron
3.31942	Omicron
2.71484	Omicron
3.44077	Omicron
3.11444	Omicron
3.14299	Omicron
3.38497	Omicron
3.35844	Omicron
2.89724	Omicron
3.10026	Omicron
3.19833	Omicron
3.26401	Omicron
3.26431	Omicron
3.07731	Omicron
3.0617	Omicron
3.03122	Omicron
2.80444	Omicron
3.13085	Omicron
2.99355	Omicron
2.97845	Omicron
2.96628	Omicron
2.949	Omicron
2.99034	Omicron
2.98246	Omicron
3.3364	Omicron
3.33328	Omicron
3.23135	Omicron
3.13695	Omicron
2.91583	Omicron
3.0222	Omicron
3.03373	Omicron
3.07979	Omicron
3.28344	Omicron
3.21059	Omicron
3.22293	Omicron
3.13141	Omicron
3.12339	Omicron
3.13229	Omicron
3.06513	Omicron
3.13923	Omicron
2.98931	Omicron
2.97761	Omicron
3.13393	Omicron
2.98655	Omicron
2.70313	Omicron
3.13362	Omicron
3.13759	Omicron
3.13883	Omicron
3.03847	Omicron
3.00929	Omicron
2.87055	Omicron
2.82179	Omicron
3.11571	Omicron
2.95392	Omicron
3.12034	Omicron
3.08686	Omicron
3.0444	Omicron
3.02924	Omicron
2.77598	Omicron
2.82175	Omicron
2.61571	Omicron
2.89528	Omicron
2.88724	Omicron
2.90035	Omicron
2.89929	Omicron
2.95084	Omicron
2.96208	Omicron
3.02479	Omicron
3.30484	Omicron
3.27094	Omicron
3.03375	Omicron
2.99832	Omicron
3.1331	Omicron
3.08512	Omicron
3.06432	Omicron
3.13578	Omicron
3.12136	Omicron
2.85652	Omicron
2.91497	Omicron
2.93486	Omicron
3.13666	Omicron
2.99491	Omicron
3.04555	Omicron
3.25475	Omicron
3.36956	Omicron
3.25213	Omicron
2.63232	Omicron
3.39366	Omicron
2.80141	Omicron
3.16461	Omicron
3.14695	Omicron
2.94487	Omicron
2.94834	Omicron
3.33574	Omicron
3.31496	Omicron
3.18037	Omicron
3.43992	Omicron
3.27745	Omicron
3.23697	Omicron
3.07825	Omicron
3.06757	Omicron
3.00289	Omicron
2.98061	Omicron
2.98625	Omicron
2.98669	Omicron
3.10595	Omicron
3.15182	Omicron
3.29291	Omicron
3.28671	Omicron
3.30301	Omicron
3.24778	Omicron
3.22716	Omicron
3.17362	Omicron
3.30787	Omicron
3.59229	Omicron
3.58204	Omicron
3.4187	Omicron
3.33408	Omicron
3.30244	Omicron
3.31073	Omicron
3.35789	Omicron
3.08561	Omicron
3.05231	Omicron
3.01717	Omicron
3.01614	Omicron
3.01114	Omicron
3.07262	Omicron
3.40895	Omicron
2.99691	Omicron
3.03373	Omicron
3.11013	Omicron
2.80143	Omicron
3.36747	Omicron
2.82401	Omicron
2.78035	Omicron
2.76427	Omicron
3.0713	Omicron
2.92119	Omicron
3.07588	Omicron
2.68511	Omicron
2.73616	Omicron
2.75907	Omicron
3.02409	Omicron
3.04349	Omicron
3.04094	Omicron
3.01638	Omicron
2.86088	Omicron
3.06902	Omicron
3.06151	Omicron
3.11063	Omicron
3.04718	Omicron
2.99874	Omicron
3.07442	Omicron
3.01871	Omicron
3.36569	Omicron
2.86597	Omicron
2.8906	Omicron
2.89616	Omicron
2.95809	Omicron
3.01606	Omicron
2.99648	Omicron
3.09008	Omicron
2.95996	Omicron
3.16246	Omicron
2.89111	Omicron
2.88665	Omicron
2.99888	Omicron
2.95833	Omicron
3.05324	Omicron
3.07949	Omicron
3.02752	Omicron
2.91612	Omicron
3.06707	Omicron
3.08762	Omicron
3.33929	Omicron
3.12274	Omicron
3.22828	Omicron
2.89258	Omicron
2.95895	Omicron
3.02228	Omicron
3.03908	Omicron
3.01522	Omicron
3.00826	Omicron
3.07534	Omicron
3.10393	Omicron
3.07611	Omicron
3.09827	Omicron
3.20342	Omicron
3.18229	Omicron
2.83392	Omicron
2.8464	Omicron
2.82305	Omicron
2.80117	Omicron
3.08159	Omicron
3.10933	Omicron
2.84572	Omicron
3.07907	Omicron
2.87538	Omicron
3.02995	Omicron
3.02638	Omicron
2.93465	Omicron
2.96924	Omicron
2.98245	Omicron
3.01007	Omicron
2.97148	Omicron
2.90808	Omicron
2.74545	Omicron
3.37351	Omicron
3.21894	Omicron
3.32399	Omicron
2.88011	Omicron
2.88791	Omicron
3.13603	Omicron
2.76506	Omicron
2.92816	Omicron
2.83227	Omicron
2.70091	Omicron
3.34105	Omicron
2.78766	Omicron
2.8143	Omicron
3.0762	Omicron
2.81767	Omicron
3.18255	Omicron
3.17421	Omicron
3.09734	Omicron
3.07202	Omicron
3.15433	Omicron
2.83737	Omicron
2.89068	Omicron
3.15492	Omicron
3.10944	Omicron
2.98371	Omicron
2.97217	Omicron
2.97048	Omicron
2.97236	Omicron
2.95416	Omicron
2.97136	Omicron
3.05034	Omicron
2.94771	Omicron
2.97981	Omicron
3.00952	Omicron
3.1225	Omicron
3.05921	Omicron
3.01691	Omicron
2.73294	Omicron
3.09635	Omicron
3.21446	Omicron
2.67335	Omicron
2.808	Omicron
3.17739	Omicron
3.17244	Omicron
2.95461	Omicron
3.03268	Omicron
3.02296	Omicron
3.15114	Omicron
3.11763	Omicron
3.1957	Omicron
3.19372	Omicron
2.98811	Omicron
3.07024	Omicron
3.04414	Omicron
2.97244	Omicron
3.16716	Omicron
3.11054	Omicron
3.3986	Omicron
2.79105	Omicron
2.78641	Omicron
3.25044	Omicron
3.17842	Omicron
2.87859	Omicron
2.85613	Omicron
3.14734	Omicron
3.09836	Omicron
3.05283	Omicron
3.32221	Omicron
3.30706	Omicron
2.70984	Omicron
2.71246	Omicron
3.3676	Omicron
3.36748	Omicron
3.29741	Omicron
3.26547	Omicron
3.2436	Omicron
2.90631	Omicron
2.9249	Omicron
2.86991	Omicron
2.86231	Omicron
2.90945	Omicron
2.90214	Omicron
3.07108	Omicron
3.09075	Omicron
3.11245	Omicron
3.02742	Omicron
2.86019	Omicron
3.19512	Omicron
3.21979	Omicron
3.2101	Omicron
2.75895	Omicron
3.39346	Omicron
3.13378	Omicron
3.13143	Omicron
3.19873	Omicron
3.31956	Omicron
3.08464	Omicron
2.82026	Omicron
2.9533	Omicron
3.04958	Omicron
3.02758	Omicron
2.92457	Omicron
2.88026	Omicron
2.86269	Omicron
2.70557	Omicron
2.69435	Omicron
3.33861	Omicron
2.77845	Omicron
2.80255	Omicron
3.11851	Omicron
3.02705	Omicron
3.00737	Omicron
2.87227	Omicron
3.11353	Omicron
3.01714	Omicron
2.98493	Omicron
2.99509	Omicron
3.04964	Omicron
3.33879	Omicron
2.95883	Omicron
3.16807	Omicron
2.90115	Omicron
2.91997	Omicron
2.9917	Omicron
3.01271	Omicron
3.0539	Omicron
2.94335	Omicron
2.96199	Omicron
3.08916	Omicron
3.04831	Omicron
3.04153	Omicron
3.31243	Omicron
2.96272	Omicron
3.04328	Omicron
3.04492	Omicron
3.19738	Omicron
3.18247	Omicron
3.23862	Omicron
2.84079	Omicron
3.00526	Omicron
2.91846	Omicron
2.91959	Omicron
2.8984	Omicron
2.87508	Omicron
2.94409	Omicron
3.03318	Omicron
2.95475	Omicron
3.03253	Omicron
3.1174	Omicron
2.90326	Omicron
2.94707	Omicron
2.93572	Omicron
2.85709	Omicron
2.99845	Omicron
2.95376	Omicron
2.94911	Omicron
2.93353	Omicron
3.05438	Omicron
3.10294	Omicron
3.08867	Omicron
3.11128	Omicron
3.1031	Omicron
3.04676	Omicron
3.12007	Omicron
2.98763	Omicron
3.01363	Omicron
3.18623	Omicron
3.18606	Omicron
3.19861	Omicron
3.11964	Omicron
3.17187	Omicron
3.02771	Omicron
3.15728	Omicron
2.95717	Omicron
3.02799	Omicron
2.98826	Omicron
3.05139	Omicron
3.04295	Omicron
3.02835	Omicron
2.98116	Omicron
2.9764	Omicron
2.95577	Omicron
2.93892	Omicron
3.11497	Omicron
3.13797	Omicron
3.20334	Omicron
3.13459	Omicron
3.15922	Omicron
3.15181	Omicron
2.94076	Omicron
2.7433	Omicron
2.75336	Omicron
2.85223	Omicron
2.86355	Omicron
2.9878	Omicron
3.18899	Omicron
3.09042	Omicron
3.08115	Omicron
3.11713	Omicron
3.11773	Omicron
2.94237	Omicron
2.91848	Omicron
2.95988	Omicron
2.96348	Omicron
2.97324	Omicron
2.9352	Omicron
3.01962	Omicron
3.19589	Omicron
3.37468	Omicron
3.41849	Omicron
3.30676	Omicron
3.26821	Omicron
3.29357	Omicron
2.95161	Omicron
3.01897	Omicron
2.97484	Omicron
3.06233	Omicron
2.85366	Omicron
2.90645	Omicron
3.08688	Omicron
2.95506	Omicron
3.08897	Omicron
3.00448	Omicron
3.02255	Omicron
2.97133	Omicron
2.80573	Omicron
2.77816	Omicron
2.78753	Omicron
2.87503	Omicron
2.83905	Omicron
2.9117	Omicron
3.01947	Omicron
3.17834	Omicron
3.1056	Omicron
3.11059	Omicron
3.25925	Omicron
2.83276	Omicron
2.72318	Omicron
2.63747	Omicron
3.00315	Omicron
2.91643	Omicron
3.13175	Omicron
3.14955	Omicron
2.82419	Omicron
3.17891	Omicron
2.94151	Omicron
3.02205	Omicron
2.93709	Omicron
2.94627	Omicron
2.93373	Omicron
2.91388	Omicron
3.04903	Omicron
3.05128	Omicron
2.86164	Omicron
3.37047	Omicron
2.76453	Omicron
3.33486	Omicron
2.93404	Omicron
2.82487	Omicron
3.02169	Omicron
3.01347	Omicron
3.07948	Omicron
3.19193	Omicron
3.12887	Omicron
3.10297	Omicron
3.19704	Omicron
3.08738	Omicron
2.98756	Omicron
2.98981	Omicron
2.74375	Omicron
2.84269	Omicron
2.84434	Omicron
2.83843	Omicron
2.95412	Omicron
3.42901	Omicron
3.24453	Omicron
2.88975	Omicron
3.03059	Omicron
2.98577	Omicron
2.96921	Omicron
2.99336	Omicron
3.0157	Omicron
3.20751	Omicron
3.21179	Omicron
3.14999	Omicron
3.25225	Omicron
2.97628	Omicron
2.9704	Omicron
2.96569	Omicron
3.0518	Omicron
3.20714	Omicron
2.92276	Omicron
3.2744	Omicron
3.38109	Omicron
3.35234	Omicron
2.77249	Omicron
3.10505	Omicron
3.01423	Omicron
3.01087	Omicron
2.96734	Omicron
2.7964	Omicron
2.8248	Omicron
2.81595	Omicron
3.4719	Omicron
2.79997	Omicron
3.44729	Omicron
3.4458	Omicron
2.97641	Omicron
2.9979	Omicron
2.55886	Omicron
3.0178	Omicron
2.97846	Omicron
2.84665	Omicron
2.84633	Omicron
2.84582	Omicron
2.92649	Omicron
2.87016	Omicron
2.86364	Omicron
2.86778	Omicron
2.82616	Omicron
2.83203	Omicron
2.8301	Omicron
2.76678	Omicron
2.83105	Omicron
3.32961	Omicron
3.15905	Omicron
2.92548	Omicron
3.09804	Omicron
3.10982	Omicron
3.09162	Omicron
3.08843	Omicron
3.32831	Omicron
2.88906	Omicron
3.4632	Omicron
3.15878	Omicron
2.82824	Omicron
2.84137	Omicron
3.01046	Omicron
3.14944	Omicron
3.07529	Omicron
2.78183	Omicron
2.70748	Omicron
2.67699	Omicron
2.95772	Omicron
2.99619	Omicron
2.99355	Omicron
2.8835	Omicron
2.87872	Omicron
3.21982	Omicron
3.21021	Omicron
2.91135	Omicron
3.01977	Omicron
3.0147	Omicron
3.19739	Omicron
3.11411	Omicron
2.98606	Omicron
2.82701	Omicron
3.14333	Omicron
2.97056	Omicron
3.04268	Omicron
3.09816	Omicron
3.04249	Omicron
3.11562	Omicron
2.98117	Omicron
2.97139	Omicron
2.99044	Omicron
3.1569	Omicron
3.24712	Omicron
3.22982	Omicron
3.25474	Omicron
3.25897	Omicron
3.2528	Omicron
3.24635	Omicron
2.81822	Omicron
3.33489	Omicron
3.05647	Omicron
3.07161	Omicron
3.24998	Omicron
3.19121	Omicron
3.12996	Omicron
2.91742	Omicron
3.09884	Omicron
3.0158	Omicron
3.13108	Omicron
2.86192	Omicron
2.6959	Omicron
3.006	Omicron
3.71016	Omicron
3.41314	Omicron
3.03942	Omicron
3.24719	Omicron
3.14101	Omicron
3.1383	Omicron
3.1511	Omicron
3.15121	Omicron
2.86456	Omicron
2.85438	Omicron
3.17017	Omicron
3.15633	Omicron
2.83647	Omicron
2.83271	Omicron
2.99365	Omicron
2.95982	Omicron
3.33029	Omicron
3.3148	Omicron
3.3394	Omicron
3.34692	Omicron
3.38091	Omicron
3.41988	Omicron
3.47798	Omicron
2.67229	Omicron
2.92345	Omicron
3.0503	Omicron
2.95875	Omicron
3.08201	Omicron
3.00763	Omicron
3.17969	Omicron
3.15273	Omicron
3.16395	Omicron
3.15298	Omicron
3.17447	Omicron
3.04757	Omicron
3.29621	Omicron
3.27592	Omicron
2.60705	Omicron
3.37595	Omicron
2.75464	Omicron
2.78281	Omicron
2.83395	Omicron
2.81103	Omicron
2.67279	Omicron
2.80412	Omicron
2.93092	Omicron
2.92976	Omicron
2.98457	Omicron
2.85816	Omicron
2.9921	Omicron
2.98611	Omicron
2.99535	Omicron
2.95211	Omicron
3.02508	Omicron
3.03624	Omicron
3.01147	Omicron
3.105	Omicron
2.96087	Omicron
3.0812	Omicron
3.05519	Omicron
2.7856	Omicron
3.34198	Omicron
3.32499	Omicron
3.27938	Omicron
3.27636	Omicron
3.21821	Omicron
2.91123	Omicron
2.84781	Omicron
3.05227	Omicron
3.05896	Omicron
3.09909	Omicron
2.77607	Omicron
2.68665	Omicron
2.73107	Omicron
2.74785	Omicron
2.92132	Omicron
3.16146	Omicron
3.08121	Omicron
3.09872	Omicron
3.04807	Omicron
3.27525	Omicron
2.80509	Omicron
3.10218	Omicron
3.0307	Omicron
3.00901	Omicron
2.87946	Omicron
3.1642	Omicron
3.0446	Omicron
3.04966	Omicron
3.09175	Omicron
3.05536	Omicron
3.00802	Omicron
2.73928	Omicron
2.88559	Omicron
3.29694	Omicron
3.45124	Omicron
3.17179	Omicron
3.17986	Omicron
3.13128	Omicron
2.91496	Omicron
2.70858	Omicron
2.76443	Omicron
2.82352	Omicron
2.83975	Omicron
2.94868	Omicron
2.95352	Omicron
2.99739	Omicron
2.97451	Omicron
2.79789	Omicron
2.82572	Omicron
2.82418	Omicron
3.04109	Omicron
3.03763	Omicron
2.99062	Omicron
2.97883	Omicron
2.94273	Omicron
2.96644	Omicron
2.96185	Omicron
2.95242	Omicron
2.93937	Omicron
2.93107	Omicron
3.14752	Omicron
3.14311	Omicron
2.91085	Omicron
2.89508	Omicron
3.29414	Omicron
2.97818	Omicron
2.98488	Omicron
3.10681	Omicron
3.11274	Omicron
3.10877	Omicron
2.98164	Omicron
3.09386	Omicron
3.12716	Omicron
3.20893	Omicron
2.95427	Omicron
3.12281	Omicron
3.25283	Omicron
2.83796	Omicron
3.25969	Omicron
3.26315	Omicron
3.01337	Omicron
2.88968	Omicron
2.92379	Omicron
2.99716	Omicron
2.99948	Omicron
3.03975	Omicron
2.99202	Omicron
2.97478	Omicron
3.11088	Omicron
2.78904	Omicron
2.78303	Omicron
2.94245	Omicron
2.94976	Omicron
3.24194	Omicron
3.16884	Omicron
2.76366	Omicron
2.98049	Omicron
3.16917	Omicron
3.01811	Omicron
3.08016	Omicron
3.1101	Omicron
3.11324	Omicron
3.1967	Omicron
2.87581	Omicron
3.26592	Omicron
3.10566	Omicron
2.95152	Omicron
3.10307	Omicron
2.95624	Omicron
3.03364	Omicron
3.00955	Omicron
3.05866	Omicron
3.09038	Omicron
2.92297	Omicron
3.50441	Omicron
2.84017	Omicron
2.82865	Omicron
2.8839	Omicron
2.9319	Omicron
2.93127	Omicron
3.02672	Omicron
2.94458	Omicron
2.91565	Omicron
3.02725	Omicron
3.09358	Omicron
3.03623	Omicron
2.95879	Omicron
3.08152	Omicron
2.93471	Omicron
2.99191	Omicron
3.27928	Omicron
3.32022	Omicron
3.34733	Omicron
3.11008	Omicron
3.08088	Omicron
3.10615	Omicron
2.99375	Omicron
3.13888	Omicron
2.93632	Omicron
3.03566	Omicron
2.99915	Omicron
3.08672	Omicron
3.11322	Omicron
3.09499	Omicron
3.02955	Omicron
2.9153	Omicron
3.08284	Omicron
3.25292	Omicron
2.7121	Omicron
3.08281	Omicron
3.02626	Omicron
2.84265	Omicron
2.94995	Omicron
3.08036	Omicron
3.12647	Omicron
3.0847	Omicron
2.88079	Omicron
2.99835	Omicron
2.89257	Omicron
3.22032	Omicron
2.82233	Omicron
2.98003	Omicron
3.02907	Omicron
2.98836	Omicron
2.92107	Omicron
2.92551	Omicron
3.17669	Omicron
3.38515	Omicron
3.32853	Omicron
2.96135	Omicron
2.92258	Omicron
2.92069	Omicron
3.01822	Omicron
2.93508	Omicron
2.8401	Omicron
2.80994	Omicron
2.9267	Omicron
2.90599	Omicron
3.21741	Omicron
3.05484	Omicron
3.10852	Omicron
2.97388	Omicron
3.22391	Omicron
3.23354	Omicron
3.06275	Omicron
2.9267	Omicron
3.10296	Omicron
2.98141	Omicron
2.77365	Omicron
3.17248	Omicron
2.94807	Omicron
3.10913	Omicron
2.7848	Omicron
2.72704	Omicron
2.77116	Omicron
3.4352	Omicron
3.14955	Omicron
2.8164	Omicron
2.80829	Omicron
3.2721	Omicron
3.27107	Omicron
2.67033	Omicron
3.04266	Omicron
2.85708	Omicron
2.80596	Omicron
2.82399	Omicron
2.82938	Omicron
2.87386	Omicron
2.86027	Omicron
2.8474	Omicron
3.10853	Omicron
3.14784	Omicron
3.2468	Omicron
3.21014	Omicron
3.17774	Omicron
3.05397	Omicron
3.18379	Omicron
2.80036	Omicron
2.70449	Omicron
3.15355	Omicron
3.19032	Omicron
3.2419	Omicron
2.93593	Omicron
2.83946	Omicron
2.88496	Omicron
2.74903	Omicron
2.76324	Omicron
3.18525	Omicron
3.45081	Omicron
3.44544	Omicron
3.46669	Omicron
3.02403	Omicron
2.83053	Omicron
3.20429	Omicron
2.93949	Omicron
2.94135	Omicron
2.95759	Omicron
3.03312	Omicron
3.11225	Omicron
3.15332	Omicron
2.79683	Omicron
3.05485	Omicron
3.0135	Omicron
2.90232	Omicron
3.29401	Omicron
3.10115	Omicron
3.12993	Omicron
3.03477	Omicron
3.03392	Omicron
2.99109	Omicron
3.12525	Omicron
3.11319	Omicron
3.28447	Omicron
2.98488	Omicron
2.98143	Omicron
2.84455	Omicron
2.87849	Omicron
3.25222	Omicron
2.91485	Omicron
2.74819	Omicron
2.7223	Omicron
3.35003	Omicron
3.26726	Omicron
3.03422	Omicron
3.3551	Omicron
2.93376	Omicron
2.8257	Omicron
2.72239	Omicron
3.21193	Omicron
2.83477	Omicron
3.3109	Omicron
3.28712	Omicron
2.8929	Omicron
3.02971	Omicron
3.02169	Omicron
3.16895	Omicron
3.30493	Omicron
3.19003	Omicron
3.19218	Omicron
3.20289	Omicron
2.84091	Omicron
2.99844	Omicron
3.08678	Omicron
3.04943	Omicron
3.14179	Omicron
3.13727	Omicron
3.05516	Omicron
2.96988	Omicron
3.14454	Omicron
3.13187	Omicron
2.91311	Omicron
3.21119	Omicron
2.69388	Omicron
2.7045	Omicron
2.70641	Omicron
2.94359	Omicron
2.92084	Omicron
3.03257	Omicron
3.22279	Omicron
3.29591	Omicron
3.31457	Omicron
3.38775	Omicron
3.16062	Omicron
3.15242	Omicron
3.15156	Omicron
2.8807	Omicron
2.95131	Omicron
2.8856	Omicron
2.99491	Omicron
2.95052	Omicron
2.92824	Omicron
2.93186	Omicron
2.92637	Omicron
3.4681	Omicron
3.25564	Omicron
3.1807	Omicron
3.58587	Omicron
3.48105	Omicron
3.15437	Omicron
2.72404	Omicron
3.01168	Omicron
2.75704	Omicron
3.09804	Omicron
3.3774	Omicron
3.33351	Omicron
2.77143	Omicron
2.82903	Omicron
3.08368	Omicron
3.04446	Omicron
2.98488	Omicron
3.28477	Omicron
2.83135	Omicron
2.87253	Omicron
2.86635	Omicron
3.15903	Omicron
3.16247	Omicron
3.22609	Omicron
3.27496	Omicron
2.89867	Omicron
3.2136	Omicron
3.21734	Omicron
3.21527	Omicron
3.0245	Omicron
2.98652	Omicron
3.01683	Omicron
2.99732	Omicron
3.09686	Omicron
3.24391	Omicron
3.1612	Omicron
3.00668	Omicron
3.01976	Omicron
3.01732	Omicron
3.08635	Omicron
3.31629	Omicron
2.91716	Omicron
3.23245	Omicron
3.21208	Omicron
2.9024	Omicron
2.97064	Omicron
2.96596	Omicron
2.7707	Omicron
3.1942	Omicron
3.20049	Omicron
3.16619	Omicron
3.20764	Omicron
3.18914	Omicron
3.02778	Omicron
3.02543	Omicron
3.01897	Omicron
3.21943	Omicron
3.18608	Omicron
3.01625	Omicron
2.94787	Omicron
3.01947	Omicron
3.02851	Omicron
3.14673	Omicron
2.76078	Omicron
3.09065	Omicron
3.00966	Omicron
2.95682	Omicron
2.94297	Omicron
2.94146	Omicron
3.17861	Omicron
2.85576	Omicron
3.02382	Omicron
3.19885	Omicron
3.03251	Omicron
3.19355	Omicron
3.5187	Omicron
2.9337	Omicron
2.91451	Omicron
2.8787	Omicron
2.99332	Omicron
3.15804	Omicron
3.16572	Omicron
3.16894	Omicron
3.20163	Omicron
3.1977	Omicron
2.89	Omicron
3.16416	Omicron
2.89675	Omicron
3.26519	Omicron
2.73289	Omicron
2.94539	Omicron
2.81647	Omicron
2.82966	Omicron
2.82966	Omicron
3.24459	Omicron
2.81899	Omicron
2.96038	Omicron
3.04885	Omicron
3.28438	Omicron
3.32328	Omicron
3.25192	Omicron
2.86217	Omicron
2.80784	Omicron
2.77585	Omicron
2.95855	Omicron
2.98959	Omicron
2.7352	Omicron
2.66805	Omicron
3.0804	Omicron
2.97494	Omicron
2.90422	Omicron
2.90787	Omicron
3.07964	Omicron
3.08345	Omicron
3.00387	Omicron
2.9213	Omicron
2.93088	Omicron
3.16118	Omicron
3.16679	Omicron
3.07939	Omicron
2.86654	Omicron
3.05623	Omicron
3.06574	Omicron
3.03302	Omicron
3.13497	Omicron
3.07843	Omicron
3.03126	Omicron
3.0408	Omicron
2.85629	Omicron
3.04215	Omicron
3.07327	Omicron
3.21313	Omicron
3.17803	Omicron
3.00672	Omicron
2.8418	Omicron
2.88458	Omicron
2.86875	Omicron
3.00364	Omicron
3.03443	Omicron
3.09822	Omicron
3.10401	Omicron
3.15589	Omicron
3.15344	Omicron
2.98278	Omicron
3.15055	Omicron
3.03799	Omicron
3.09154	Omicron
3.09779	Omicron
3.10887	Omicron
3.11574	Omicron
3.1339	Omicron
3.00131	Omicron
2.98271	Omicron
2.88836	Omicron
2.81007	Omicron
3.38759	Omicron
3.26187	Omicron
3.16536	Omicron
2.75533	Omicron
3.21484	Omicron
2.77956	Omicron
2.88231	Omicron
2.83669	Omicron
2.96773	Omicron
3.03622	Omicron
2.912	Omicron
2.85938	Omicron
2.81481	Omicron
3.05242	Omicron
2.91004	Omicron
3.12943	Omicron
3.20643	Omicron
2.80304	Omicron
2.80655	Omicron
2.90179	Omicron
2.87769	Omicron
3.24033	Omicron
3.09448	Omicron
3.07493	Omicron
3.28749	Omicron
2.81987	Omicron
2.97348	Omicron
3.37337	Omicron
3.26097	Omicron
3.32135	Omicron
3.34697	Omicron
3.26441	Omicron
3.2708	Omicron
3.0733	Omicron
3.17597	Omicron
3.18596	Omicron
3.20922	Omicron
3.27548	Omicron
3.16895	Omicron
3.18314	Omicron
3.06052	Omicron
3.03709	Omicron
3.08699	Omicron
3.08041	Omicron
3.08034	Omicron
3.11532	Omicron
3.04826	Omicron
3.07324	Omicron
3.00637	Omicron
3.01776	Omicron
3.11002	Omicron
3.126	Omicron
3.11374	Omicron
3.06819	Omicron
2.9301	Omicron
2.81209	Omicron
3.15492	Omicron
3.07331	Omicron
3.04698	Omicron
2.93826	Omicron
3.26527	Omicron
3.14299	Omicron
2.78697	Omicron
3.04628	Omicron
3.03317	Omicron
2.91117	Omicron
2.88262	Omicron
2.99972	Omicron
2.87304	Omicron
3.01237	Omicron
3.08003	Omicron
3.21438	Omicron
2.76045	Omicron
2.76852	Omicron
2.99648	Omicron
2.93677	Omicron
3.01214	Omicron
3.03704	Omicron
3.26769	Omicron
2.68469	Omicron
3.23637	Omicron
3.28623	Omicron
3.15684	Omicron
3.08399	Omicron
3.01111	Omicron
3.07912	Omicron
2.87781	Omicron
3.05778	Omicron
2.82479	Omicron
3.17839	Omicron
3.04418	Omicron
3.04594	Omicron
3.01916	Omicron
3.00108	Omicron
2.91764	Omicron
2.86258	Omicron
2.87552	Omicron
2.8082	Omicron
3.05401	Omicron
3.05136	Omicron
2.98184	Omicron
2.85092	Omicron
3.67148	Omicron
3.42178	Omicron
2.81195	Omicron
2.80988	Omicron
2.8119	Omicron
2.82636	Omicron
2.83183	Omicron
2.87098	Omicron
3.21028	Omicron
3.20562	Omicron
3.23763	Omicron
2.9478	Omicron
2.93663	Omicron
3.03435	Omicron
3.02661	Omicron
3.1009	Omicron
3.1731	Omicron
2.8938	Omicron
2.88525	Omicron
3.17114	Omicron
3.08539	Omicron
3.07217	Omicron
2.86224	Omicron
2.98594	Omicron
3.10338	Omicron
3.11765	Omicron
3.06834	Omicron
3.05721	Omicron
3.02488	Omicron
2.80172	Omicron
3.09865	Omicron
2.95075	Omicron
2.98749	Omicron
3.00859	Omicron
3.44484	Omicron
3.04927	Omicron
3.2835	Omicron
2.98528	Omicron
2.94585	Omicron
2.90612	Omicron
3.31848	Omicron
2.94533	Omicron
3.07329	Omicron
2.96041	Omicron
3.09161	Omicron
2.84304	Omicron
3.03911	Omicron
3.01935	Omicron
3.02134	Omicron
3.01402	Omicron
3.03856	Omicron
2.97509	Omicron
2.94105	Omicron
3.00515	Omicron
2.70869	Omicron
2.8187	Omicron
3.1621	Omicron
3.16145	Omicron
3.26758	Omicron
3.30013	Omicron
2.98835	Omicron
2.81044	Omicron
3.26086	Omicron
3.25747	Omicron
3.09499	Omicron
3.14036	Omicron
2.89579	Omicron
3.08169	Omicron
3.06345	Omicron
3.20771	Omicron
3.05044	Omicron
2.98853	Omicron
2.97186	Omicron
2.95786	Omicron
3.07878	Omicron
3.18157	Omicron
3.20557	Omicron
3.48004	Omicron
2.76235	Omicron
2.92551	Omicron
3.05798	Omicron
3.05017	Omicron
3.11083	Omicron
3.12488	Omicron
2.83668	Omicron
2.73481	Omicron
2.87067	Omicron
3.05601	Omicron
3.04367	Omicron
3.04719	Omicron
3.26719	Omicron
3.13133	Omicron
3.10527	Omicron
2.8417	Omicron
2.90795	Omicron
3.31585	Omicron
3.36671	Omicron
3.37099	Omicron
3.04579	Omicron
3.04479	Omicron
2.80224	Omicron
2.80682	Omicron
3.20235	Omicron
2.95907	Omicron
2.9768	Omicron
3.0351	Omicron
3.01162	Omicron
3.14757	Omicron
3.15712	Omicron
3.15857	Omicron
3.25839	Omicron
3.16801	Omicron
3.10375	Omicron
2.98318	Omicron
2.96401	Omicron
2.90149	Omicron
2.95742	Omicron
2.94928	Omicron
2.90505	Omicron
3.23148	Omicron
3.54222	Omicron
2.82559	Omicron
2.95784	Omicron
2.96024	Omicron
3.21756	Omicron
3.0655	Omicron
3.01958	Omicron
2.89396	Omicron
2.89081	Omicron
2.97554	Omicron
3.16884	Omicron
3.12923	Omicron
2.96039	Omicron
3.0361	Omicron
3.00116	Omicron
3.01272	Omicron
3.34584	Omicron
3.21936	Omicron
3.34454	Omicron
3.05137	Omicron
2.87572	Omicron
2.90728	Omicron
3.06352	Omicron
3.15769	Omicron
2.85827	Omicron
2.8572	Omicron
2.7634	Omicron
2.78263	Omicron
2.95343	Omicron
2.98172	Omicron
3.11378	Omicron
3.11134	Omicron
3.05776	Omicron
2.91169	Omicron
2.83005	Omicron
3.35867	Omicron
3.21052	Omicron
2.81421	Omicron
3.0767	Omicron
2.89775	Omicron
3.20413	Omicron
3.14293	Omicron
2.99172	Omicron
3.17254	Omicron
3.15743	Omicron
2.95343	Omicron
2.97326	Omicron
