value	group
0.702033	Beta
0.698268	Beta
0.696205	Beta
0.695236	Beta
0.69408	Beta
0.696436	Beta
0.689796	Beta
0.699214	Beta
0.698791	Beta
0.692673	Beta
0.699317	Beta
0.693007	Beta
0.688553	Beta
0.700263	Beta
0.695629	Beta
0.696208	Beta
0.694686	Beta
0.693177	Beta
0.693416	Beta
0.691167	Beta
0.690939	Beta
0.693415	Beta
0.692594	Beta
0.693934	Beta
0.688205	Beta
0.688216	Beta
0.690432	Beta
0.687506	Beta
0.687465	Beta
0.687208	Beta
0.685822	Beta
0.690272	Beta
0.697246	Beta
0.698624	Beta
0.69262	Beta
0.697197	Beta
0.68909	Beta
0.692038	Beta
0.692725	Beta
0.693628	Beta
0.694639	Beta
0.691222	Beta
0.6891	Beta
0.692305	Beta
0.694393	Beta
0.693883	Beta
0.692976	Beta
0.690453	Beta
0.696632	Beta
0.696581	Beta
0.699011	Beta
0.701267	Beta
0.701249	Beta
0.68858	Beta
0.691553	Beta
0.693308	Beta
0.692337	Beta
0.691589	Beta
0.692054	Beta
0.691999	Beta
0.694452	Beta
0.697778	Beta
0.698484	Beta
0.695978	Beta
0.689699	Beta
0.695523	Beta
0.697712	Beta
0.700826	Beta
0.690427	Beta
0.699232	Beta
0.686991	Beta
0.694213	Beta
0.697255	Beta
0.696807	Beta
0.686058	Beta
0.68548	Beta
0.691528	Beta
0.693455	Beta
0.694686	Beta
0.692215	Beta
0.696133	Beta
0.688721	Beta
0.686997	Beta
0.695782	Beta
0.695101	Beta
0.694284	Beta
0.693381	Beta
0.691961	Beta
0.691176	Beta
0.688721	Beta
0.696918	Beta
0.690067	Beta
0.699182	Beta
0.692311	Beta
0.691488	Beta
0.693726	Beta
0.694453	Beta
0.697447	Beta
0.700503	Beta
0.699891	Beta
0.695524	Beta
0.692943	Beta
0.700698	Beta
0.695805	Beta
0.697856	Beta
0.696357	Beta
0.689991	Beta
0.686299	Beta
0.70606	Beta
0.697636	Beta
0.696196	Beta
0.688108	Beta
0.701802	Beta
0.695603	Beta
0.688601	Beta
0.688218	Beta
0.687013	Beta
0.68825	Beta
0.69265	Beta
0.692273	Beta
0.693786	Beta
0.693317	Beta
0.687913	Beta
0.701248	Beta
0.69702	Beta
0.691234	Beta
0.690379	Beta
0.693873	Beta
0.6988	Beta
0.694176	Beta
0.693696	Beta
0.692647	Beta
0.691581	Beta
0.693295	Beta
0.695277	Beta
0.693695	Beta
0.69077	Beta
0.689209	Beta
0.697904	Beta
0.692707	Beta
0.695364	Beta
0.692791	Beta
0.696517	Beta
0.697964	Beta
0.696315	Beta
0.692419	Beta
0.690943	Beta
0.692421	Beta
0.692784	Beta
0.69225	Beta
0.69221	Beta
0.69207	Beta
0.690908	Beta
0.695555	Beta
0.689893	Beta
0.698902	Beta
0.697959	Beta
0.688155	Beta
0.679398	Beta
0.702834	Beta
0.686714	Beta
0.695744	Beta
0.68837	Beta
0.691991	Beta
0.692037	Beta
0.689589	Beta
0.690818	Beta
0.690199	Beta
0.690225	Beta
0.683406	Beta
0.685591	Beta
0.691304	Beta
0.690985	Beta
0.691338	Beta
0.697262	Beta
0.69196	Beta
0.693478	Beta
0.689313	Beta
0.680289	Beta
0.678652	Beta
0.678049	Beta
0.683726	Beta
0.692024	Beta
0.697186	Beta
0.690093	Beta
0.687539	Beta
0.698452	Beta
0.697583	Beta
0.695997	Beta
0.695658	Beta
0.695636	Beta
0.695528	Beta
0.701821	Beta
0.684847	Beta
0.680578	Beta
0.696472	Beta
0.690184	Beta
0.689957	Beta
0.699284	Beta
0.696811	Beta
0.697928	Beta
0.701681	Beta
0.684027	Beta
0.689256	Beta
0.68918	Beta
0.690692	Beta
0.691509	Beta
0.695175	Beta
0.693671	Beta
0.69231	Beta
0.691688	Beta
0.692401	Beta
0.691758	Beta
0.691494	Beta
0.689411	Beta
0.694861	Beta
0.688704	Beta
0.700668	Beta
0.701839	Beta
0.701932	Beta
0.699135	Beta
0.690517	Beta
0.691982	Beta
0.690114	Beta
0.698155	Beta
0.699352	Beta
0.694635	Beta
0.6873	Beta
0.695677	Beta
0.688836	Beta
0.693867	Beta
0.685266	Beta
0.684057	Beta
0.689913	Beta
0.688756	Beta
0.701884	Beta
0.702735	Beta
0.699254	Beta
0.698209	Beta
0.690848	Beta
0.69152	Beta
0.69017	Beta
0.692519	Beta
0.692014	Beta
0.691556	Beta
0.692556	Beta
0.681986	Beta
0.695192	Beta
0.684433	Beta
0.69687	Beta
0.694658	Beta
0.695186	Beta
0.695945	Beta
0.695764	Beta
0.689142	Beta
0.702371	Beta
0.692465	Beta
0.703311	Beta
0.691549	Beta
0.691834	Beta
0.693246	Beta
0.685036	Beta
0.696003	Beta
0.686039	Beta
0.691877	Beta
0.698573	Beta
0.695158	Beta
0.690988	Beta
0.69161	Beta
0.70019	Beta
0.692874	Beta
0.695185	Beta
0.69403	Beta
0.698575	Beta
0.694764	Beta
0.699396	Beta
0.687519	Beta
0.688324	Beta
0.68845	Beta
0.686461	Beta
0.683297	Beta
0.685542	Beta
0.686659	Beta
0.686378	Beta
0.694892	Beta
0.697234	Beta
0.687265	Beta
0.688265	Beta
0.696097	Beta
0.691167	Beta
0.690676	Beta
0.691664	Beta
0.694286	Beta
0.694474	Beta
0.69969	Beta
0.688914	Beta
0.689732	Beta
0.691234	Beta
0.699531	Beta
0.695622	Beta
0.696569	Beta
0.702692	Beta
0.693642	Beta
0.685867	Beta
0.685411	Beta
0.683586	Beta
0.68799	Beta
0.69162	Beta
0.679591	Beta
0.68091	Beta
0.702528	Beta
0.687601	Beta
0.683777	Beta
0.686302	Beta
0.685234	Beta
0.70201	Beta
0.692405	Beta
0.692053	Beta
0.692365	Beta
0.69008	Beta
0.693668	Beta
0.694651	Beta
0.688741	Beta
0.69059	Beta
0.690367	Beta
0.693266	Beta
0.693729	Beta
0.695187	Beta
0.692824	Beta
0.685819	Beta
0.688536	Beta
0.691498	Beta
0.687247	Beta
0.693746	Beta
0.694181	Beta
0.694116	Beta
0.69341	Beta
0.693646	Beta
0.691804	Beta
0.697815	Beta
0.693741	Beta
0.693573	Beta
0.693217	Beta
0.691343	Beta
0.684922	Beta
0.682507	Beta
0.695515	Beta
0.690553	Beta
0.690786	Beta
0.692954	Beta
0.694733	Beta
0.693006	Beta
0.696644	Beta
0.692106	Beta
0.68666	Beta
0.693324	Beta
0.687258	Beta
0.688537	Beta
0.68864	Beta
0.687989	Beta
0.689074	Beta
0.69206	Beta
0.697955	Beta
0.694057	Beta
0.698719	Beta
0.694269	Beta
0.694663	Beta
0.698088	Beta
0.69945	Beta
0.69516	Beta
0.694706	Beta
0.692305	Beta
0.694505	Beta
0.6952	Beta
0.689618	Beta
0.68998	Beta
0.690184	Beta
0.69063	Beta
0.68603	Beta
0.688258	Beta
0.691854	Beta
0.69232	Beta
0.69374	Beta
0.693659	Beta
0.699189	Beta
0.70276	Beta
0.683448	Beta
0.694602	Beta
0.689751	Beta
0.690626	Beta
0.693781	Beta
0.69495	Beta
0.697212	Beta
0.692279	Beta
0.690296	Beta
0.703211	Beta
0.689851	Beta
0.703024	Beta
0.690245	Beta
0.686066	Beta
0.695681	Beta
0.697078	Beta
0.699704	Beta
0.69801	Beta
0.697581	Beta
0.698336	Beta
0.692961	Beta
0.693795	Beta
0.693901	Beta
0.690034	Beta
0.691619	Beta
0.690918	Beta
0.69202	Beta
0.692113	Beta
0.694353	Beta
0.697595	Beta
0.692462	Beta
0.697517	Beta
0.697043	Beta
0.697356	Beta
0.695906	Beta
0.691983	Beta
0.690251	Beta
0.690877	Beta
0.690877	Beta
0.687818	Beta
0.690276	Beta
0.686514	Beta
0.688914	Beta
0.697581	Beta
0.69829	Beta
0.696607	Beta
0.693175	Beta
0.690355	Beta
0.703061	Beta
0.703104	Beta
0.690058	Beta
0.700247	Beta
0.688179	Beta
0.696116	Beta
0.700612	Beta
0.700931	Beta
0.700762	Beta
0.690545	Beta
0.692081	Beta
0.698577	Beta
0.695738	Beta
0.697013	Beta
0.692554	Beta
0.693363	Beta
0.692539	Beta
0.695872	Beta
0.696587	Beta
0.692663	Beta
0.692269	Beta
0.68919	Beta
0.696292	Beta
0.696644	Beta
0.695792	Beta
0.695815	Beta
0.68894	Beta
0.689723	Beta
0.694298	Beta
0.680531	Beta
0.683499	Beta
0.676714	Beta
0.677738	Beta
0.692604	Beta
0.690822	Beta
0.693366	Beta
0.691704	Beta
0.697915	Beta
0.693819	Beta
0.691249	Beta
0.691783	Beta
0.697873	Beta
0.689611	Beta
0.695553	Beta
0.694005	Beta
0.692461	Beta
0.693097	Beta
0.696571	Beta
0.698742	Beta
0.68489	Beta
0.690668	Beta
0.691575	Beta
0.693079	Beta
0.694159	Beta
0.699612	Beta
0.687451	Beta
0.68828	Beta
0.688879	Beta
0.687882	Beta
0.687396	Beta
0.687524	Beta
0.691466	Beta
0.691717	Beta
0.687844	Beta
0.696574	Beta
0.685663	Beta
0.694062	Beta
0.6955	Beta
0.697417	Beta
0.696376	Beta
0.696064	Beta
0.694397	Beta
0.694867	Beta
0.690071	Beta
0.689732	Beta
0.690353	Beta
0.688854	Beta
0.701969	Beta
0.685824	Beta
0.692785	Beta
0.690354	Beta
0.69169	Beta
0.688951	Beta
0.687658	Beta
0.698589	Beta
0.695271	Beta
0.695351	Beta
0.691006	Beta
0.692062	Beta
0.68706	Beta
0.684755	Beta
0.691983	Beta
0.693876	Beta
0.701594	Beta
0.685503	Beta
0.686386	Beta
0.685051	Beta
0.688239	Beta
0.69542	Beta
0.693371	Beta
0.690306	Beta
0.690091	Beta
0.69274	Beta
0.69311	Beta
0.691589	Beta
0.695393	Beta
0.696209	Beta
0.69036	Beta
0.695191	Beta
0.690847	Beta
0.693258	Beta
0.687461	Beta
0.683117	Beta
0.698456	Beta
0.699793	Beta
0.698452	Beta
0.697946	Beta
0.687457	Beta
0.685998	Beta
0.689332	Beta
0.696078	Beta
0.698856	Beta
0.705176	Beta
0.704896	Beta
0.704217	Beta
0.700919	Beta
0.690189	Beta
0.691347	Beta
0.692228	Beta
0.694359	Beta
0.6941	Beta
0.693013	Beta
0.689688	Beta
0.699921	Beta
0.696831	Beta
0.694693	Beta
0.688004	Beta
0.693084	Beta
0.694036	Beta
0.692828	Beta
0.690724	Beta
0.696887	Beta
0.691815	Beta
0.695601	Beta
0.695003	Beta
0.692815	Beta
0.693014	Beta
0.693237	Beta
0.693558	Beta
0.692933	Beta
0.691103	Beta
0.695394	Beta
0.693089	Beta
0.689046	Beta
0.694687	Beta
0.692912	Beta
0.695356	Beta
0.696295	Beta
0.696245	Beta
0.69818	Beta
0.694535	Beta
0.696683	Beta
0.701122	Beta
0.693363	Beta
0.693373	Beta
0.691591	Beta
0.690765	Beta
0.697058	Beta
0.69527	Beta
0.698225	Beta
0.694852	Beta
0.688398	Beta
0.688999	Beta
0.68795	Beta
0.690255	Beta
0.70296	Beta
0.692244	Beta
0.693176	Beta
0.693144	Beta
0.696032	Beta
0.694485	Beta
0.694468	Beta
0.685295	Beta
0.688354	Beta
0.692921	Beta
0.688815	Beta
0.696801	Beta
0.690253	Beta
0.704169	Beta
0.700325	Beta
0.694342	Beta
0.682489	Beta
0.683525	Beta
0.683658	Beta
0.692745	Beta
0.693233	Beta
0.694337	Beta
0.691891	Beta
0.691272	Beta
0.693124	Beta
0.691861	Beta
0.68814	Beta
0.689446	Beta
0.702273	Beta
0.687536	Beta
0.683299	Beta
0.680213	Beta
0.691345	Beta
0.681578	Beta
0.692973	Beta
0.693904	Beta
0.695407	Beta
0.6934	Beta
0.693065	Beta
0.693756	Beta
0.692948	Beta
0.692877	Beta
0.689742	Beta
0.690065	Beta
0.69724	Beta
0.697914	Beta
0.69547	Beta
0.694928	Beta
0.692473	Beta
0.690227	Beta
0.690123	Beta
0.69935	Beta
0.692532	Beta
0.692029	Beta
0.69255	Beta
0.691869	Beta
0.696635	Beta
0.699816	Beta
0.697558	Beta
0.697635	Beta
0.690433	Beta
0.690463	Beta
0.691319	Beta
0.694967	Beta
0.694916	Beta
0.694724	Beta
0.690511	Beta
0.691585	Beta
0.695085	Beta
0.695552	Beta
0.692535	Beta
0.686611	Beta
0.700558	Beta
0.700172	Beta
0.701756	Beta
0.69176	Beta
0.690144	Beta
0.690277	Beta
0.687361	Beta
0.687098	Beta
0.690958	Beta
0.697574	Beta
0.698049	Beta
0.698712	Beta
0.697584	Beta
0.700761	Beta
0.689448	Beta
0.689564	Beta
0.700305	Beta
0.700701	Beta
0.699693	Beta
0.696082	Beta
0.69256	Beta
0.692985	Beta
0.694634	Beta
0.689246	Beta
0.69248	Beta
0.691887	Beta
0.693443	Beta
0.692162	Beta
0.700152	Beta
0.694986	Beta
0.695304	Beta
0.695475	Beta
0.695658	Beta
0.701569	Beta
0.687203	Beta
0.703609	Beta
0.693799	Beta
0.69327	Beta
0.694638	Beta
0.690372	Beta
0.696026	Beta
0.695711	Beta
0.682376	Beta
0.696284	Beta
0.696733	Beta
0.697207	Beta
0.699423	Beta
0.685973	Beta
0.699872	Beta
0.693995	Beta
0.685896	Beta
0.703836	Beta
0.698069	Beta
0.699169	Beta
0.69063	Beta
0.697244	Beta
0.706259	Beta
0.702857	Beta
0.701579	Beta
0.693664	Beta
0.69553	Beta
0.699166	Beta
0.69937	Beta
0.698324	Beta
0.697014	Beta
0.690712	Beta
0.700901	Beta
0.692869	Beta
0.700492	Beta
0.692149	Beta
0.686738	Beta
0.699919	Beta
0.699294	Beta
0.698271	Beta
0.698453	Beta
0.69085	Beta
0.689213	Beta
0.695657	Beta
0.690833	Beta
0.697636	Beta
0.693219	Beta
0.693518	Beta
0.695075	Beta
0.693277	Beta
0.696268	Beta
0.689652	Beta
0.686497	Beta
0.695676	Beta
0.694971	Beta
0.686036	Beta
0.690067	Beta
0.699511	Beta
0.694249	Beta
0.6891	Beta
0.695735	Beta
0.688169	Beta
0.694547	Beta
0.693077	Beta
0.696489	Beta
0.697226	Beta
0.699262	Beta
0.697691	Beta
0.684739	Beta
0.70001	Beta
0.700322	Beta
0.70064	Beta
0.686947	Beta
0.697317	Beta
0.687679	Beta
0.688577	Beta
0.69886	Beta
0.685773	Beta
0.68753	Beta
0.697814	Beta
0.699384	Beta
0.700442	Beta
0.700455	Beta
0.69701	Beta
0.689406	Beta
0.686071	Beta
0.695742	Beta
0.692032	Beta
0.693049	Beta
0.690989	Beta
0.695208	Beta
0.698792	Beta
0.693969	Beta
0.696653	Beta
0.690564	Beta
0.692224	Beta
0.693514	Beta
0.690706	Beta
0.691094	Beta
0.689715	Beta
0.687506	Beta
0.689586	Beta
0.691433	Beta
0.690607	Beta
0.703132	Beta
0.694411	Beta
0.699086	Beta
0.700022	Beta
0.701018	Beta
0.692625	Beta
0.692453	Beta
0.693449	Beta
0.693338	Beta
0.691379	Beta
0.68931	Beta
0.698674	Beta
0.698008	Beta
0.69443	Beta
0.697513	Beta
0.687673	Beta
0.690078	Beta
0.696769	Beta
0.695626	Beta
0.699359	Beta
0.697556	Beta
0.69569	Beta
0.695564	Beta
0.694038	Beta
0.693875	Beta
0.6897	Beta
0.698472	Beta
0.70169	Beta
0.695465	Beta
0.693222	Beta
0.697619	Beta
0.693064	Beta
0.691757	Beta
0.686656	Beta
0.685501	Beta
0.694329	Beta
0.69462	Beta
0.693261	Beta
0.692564	Beta
0.693146	Beta
0.695871	Beta
0.688699	Beta
0.695361	Beta
0.68295	Beta
0.684018	Beta
0.683644	Beta
0.696258	Beta
0.695789	Beta
0.690333	Beta
0.696823	Beta
0.696157	Beta
0.689959	Beta
0.690565	Beta
0.694614	Beta
0.68979	Beta
0.692374	Beta
0.70086	Beta
0.702267	Beta
0.691143	Beta
0.690617	Beta
0.690521	Beta
0.689729	Beta
0.69785	Beta
0.693066	Beta
0.693326	Beta
0.699734	Beta
0.697131	Beta
0.691537	Beta
0.695419	Beta
0.695632	Beta
0.697693	Beta
0.699078	Beta
0.698675	Beta
0.697364	Beta
0.693854	Beta
0.697986	Beta
0.696416	Beta
0.695954	Beta
0.694755	Beta
0.696028	Beta
0.696403	Beta
0.693324	Beta
0.690832	Beta
0.693917	Beta
0.692921	Beta
0.693903	Beta
0.69102	Beta
0.692462	Beta
0.692223	Beta
0.695982	Beta
0.692975	Beta
0.693435	Beta
0.693634	Beta
0.692583	Beta
0.692324	Beta
0.692376	Beta
0.692025	Beta
0.689335	Beta
0.690368	Beta
0.689312	Beta
0.691382	Beta
0.691825	Beta
0.695735	Beta
0.691368	Beta
0.693905	Beta
0.695793	Beta
0.694996	Beta
0.685026	Beta
0.689547	Beta
0.694352	Beta
0.693363	Beta
0.696003	Beta
0.694595	Beta
0.69364	Beta
0.695943	Beta
0.690312	Beta
0.687047	Beta
0.691819	Beta
0.68621	Beta
0.702409	Beta
0.711497	Beta
0.708592	Beta
0.689156	Beta
0.688868	Beta
0.698525	Beta
0.698377	Beta
0.68682	Beta
0.691795	Beta
0.688462	Beta
0.689038	Beta
0.698323	Beta
0.698531	Beta
0.697628	Beta
0.699626	Beta
0.700498	Beta
0.70015	Beta
0.697086	Beta
0.687073	Beta
0.690285	Beta
0.693237	Beta
0.688001	Beta
0.687365	Beta
0.685082	Beta
0.69824	Beta
0.699708	Beta
0.691033	Beta
0.694943	Beta
0.692754	Beta
0.69769	Beta
0.687366	Beta
0.693421	Beta
0.689786	Beta
0.690428	Beta
0.696195	Beta
0.695461	Beta
0.690245	Beta
0.69746	Beta
0.688381	Beta
0.688275	Beta
0.689104	Beta
0.698047	Beta
0.692747	Beta
0.68877	Beta
0.688597	Beta
0.694952	Beta
0.696012	Beta
0.683922	Beta
0.694348	Beta
0.685233	Beta
0.696303	Beta
0.690741	Beta
0.693721	Beta
0.6938	Beta
0.693238	Beta
0.699847	Beta
0.691623	Beta
0.69586	Beta
0.698536	Beta
0.693936	Beta
0.697837	Beta
0.69292	Beta
0.68775	Beta
0.687655	Beta
0.690688	Beta
0.699979	Beta
0.699688	Beta
0.694084	Beta
0.691495	Beta
0.690906	Beta
0.685636	Beta
0.688804	Beta
0.689165	Beta
0.691212	Beta
0.697072	Beta
0.689841	Beta
0.68954	Beta
0.689616	Beta
0.690153	Beta
0.685551	Beta
0.692157	Beta
0.686284	Beta
0.708655	Beta
0.691328	Beta
0.700784	Beta
0.69656	Beta
0.690819	Beta
0.686443	Beta
0.690152	Beta
0.689159	Beta
0.69726	Beta
0.703658	Beta
0.702783	Beta
0.700283	Beta
0.696146	Beta
0.69469	Beta
0.697632	Beta
0.697065	Beta
0.699605	Beta
0.698994	Beta
0.701865	Beta
0.6991	Beta
0.698384	Beta
0.696869	Beta
0.693994	Beta
0.6974	Beta
0.693722	Beta
0.686623	Beta
0.689084	Beta
0.694209	Beta
0.692044	Beta
0.692058	Beta
0.692621	Beta
0.691393	Beta
0.691859	Beta
0.687828	Beta
0.698803	Beta
0.700408	Beta
0.698773	Beta
0.699543	Beta
0.692688	Beta
0.690864	Beta
0.691952	Beta
0.689834	Beta
0.690081	Beta
0.691422	Beta
0.6889	Beta
0.694451	Beta
0.694264	Beta
0.687788	Beta
0.68974	Beta
0.688292	Beta
0.688632	Beta
0.695703	Beta
0.689702	Beta
0.686289	Beta
0.686821	Beta
0.691672	Beta
0.695316	Beta
0.69479	Beta
0.696664	Beta
0.685686	Beta
0.684881	Beta
0.693556	Beta
0.695213	Beta
0.698362	Beta
0.697818	Beta
0.700577	Beta
0.693066	Beta
0.68493	Beta
0.691712	Beta
0.68697	Beta
0.686539	Beta
0.696333	Beta
0.695564	Beta
0.702763	Beta
0.698522	Beta
0.682717	Beta
0.69538	Beta
0.689714	Beta
0.689351	Beta
0.691206	Beta
0.693971	Beta
0.692157	Beta
0.691325	Beta
0.689684	Beta
0.689862	Beta
0.688674	Beta
0.691701	Beta
0.689962	Beta
0.696157	Beta
0.695751	Beta
0.696015	Beta
0.694242	Beta
0.693041	Beta
0.69502	Beta
0.693809	Beta
0.694172	Beta
0.688842	Beta
0.688819	Beta
0.697972	Beta
0.691854	Beta
0.693065	Beta
0.702234	Beta
0.699042	Beta
0.689245	Beta
0.689585	Beta
0.689296	Beta
0.691856	Beta
0.692002	Beta
0.687427	Beta
0.69363	Beta
0.693623	Beta
0.695077	Beta
0.686439	Beta
0.690286	Beta
0.692131	Beta
0.688922	Beta
0.691295	Beta
0.690088	Beta
0.690818	Beta
0.691223	Beta
0.690395	Beta
0.688711	Beta
0.686386	Beta
0.693405	Beta
0.693195	Beta
0.694231	Beta
0.69392	Beta
0.694346	Beta
0.693202	Beta
0.699382	Beta
0.698165	Beta
0.695806	Beta
0.697998	Beta
0.696837	Beta
0.689945	Beta
0.686573	Beta
0.687903	Beta
0.685944	Beta
0.69013	Beta
0.70221	Beta
0.696687	Beta
0.688304	Beta
0.693761	Beta
0.693481	Beta
0.69581	Beta
0.699699	Beta
0.696437	Beta
0.696524	Beta
0.699587	Beta
0.69015	Beta
0.689929	Beta
0.694455	Beta
0.694788	Beta
0.691354	Beta
0.692961	Beta
0.693435	Beta
0.694429	Beta
0.695451	Beta
0.694391	Beta
0.696236	Beta
0.692491	Beta
0.697467	Beta
0.695475	Beta
0.696321	Beta
0.697485	Beta
0.697821	Beta
0.703991	Beta
0.702358	Beta
0.703197	Beta
0.686017	Beta
0.685732	Beta
0.697799	Beta
0.690052	Beta
0.700193	Beta
0.680475	Beta
0.695318	Beta
0.697963	Beta
0.697743	Beta
0.688409	Beta
0.694172	Beta
0.693718	Beta
0.693148	Beta
0.693107	Beta
0.693843	Beta
0.69333	Beta
0.690431	Beta
0.703615	Beta
0.701686	Beta
0.703623	Beta
0.685174	Beta
0.691218	Beta
0.692939	Beta
0.691779	Beta
0.691867	Beta
0.691868	Beta
0.694236	Beta
0.694802	Beta
0.695956	Beta
0.69508	Beta
0.694	Beta
0.695972	Beta
0.690272	Beta
0.695228	Beta
0.69128	Beta
0.692122	Beta
0.68488	Beta
0.693438	Beta
0.691651	Beta
0.703807	Beta
0.697019	Beta
0.697274	Beta
0.698234	Beta
0.696866	Beta
0.697586	Beta
0.697337	Beta
0.696216	Beta
0.692379	Beta
0.699294	Beta
0.69935	Beta
0.703255	Beta
0.702332	Beta
0.694787	Beta
0.69758	Beta
0.692855	Beta
0.694495	Beta
0.695273	Beta
0.692597	Beta
0.695449	Beta
0.694903	Beta
0.687112	Beta
0.700282	Beta
0.697337	Beta
0.699466	Beta
0.690905	Beta
0.692695	Beta
0.693744	Beta
0.69542	Beta
0.680878	Beta
0.696565	Beta
0.696577	Beta
0.699142	Beta
0.693675	Beta
0.692417	Beta
0.691829	Beta
0.692555	Beta
0.694373	Beta
0.697034	Beta
0.691845	Beta
0.694415	Beta
0.694098	Beta
0.696191	Beta
0.689033	Beta
0.691615	Beta
0.690442	Beta
0.693854	Beta
0.694954	Beta
0.69372	Beta
0.696518	Beta
0.695933	Beta
0.691405	Beta
0.690601	Beta
0.69108	Beta
0.690264	Beta
0.694555	Beta
0.700232	Beta
0.700484	Beta
0.695524	Beta
0.695625	Beta
0.69526	Beta
0.693596	Beta
0.693439	Beta
0.696306	Beta
0.693846	Beta
0.692001	Beta
0.698483	Beta
0.691037	Beta
0.694616	Beta
0.693669	Beta
0.693663	Beta
0.693649	Beta
0.693264	Beta
0.698786	Beta
0.695621	Beta
0.695591	Beta
0.696996	Beta
0.698588	Beta
0.69623	Beta
0.696092	Beta
0.701217	Beta
0.694705	Beta
0.697036	Beta
0.6955	Beta
0.691154	Beta
0.689561	Beta
0.688358	Beta
0.697443	Beta
0.694849	Beta
0.691318	Beta
0.693361	Beta
0.69342	Beta
0.703202	Beta
0.696223	Beta
0.696989	Beta
0.686967	Beta
0.687731	Beta
0.685378	Beta
0.694939	Beta
0.691204	Beta
0.699996	Beta
0.69619	Beta
0.697525	Beta
0.696768	Beta
0.692241	Beta
0.685759	Beta
0.684226	Beta
0.681747	Beta
0.700249	Beta
0.701223	Beta
0.690062	Beta
0.686748	Beta
0.705619	Beta
0.70522	Beta
0.696357	Beta
0.697804	Beta
0.691024	Beta
0.701377	Beta
0.697069	Beta
0.68479	Beta
0.682296	Beta
0.682675	Beta
0.689844	Beta
0.694501	Beta
0.694518	Beta
0.694256	Beta
0.692234	Beta
0.69222	Beta
0.693004	Beta
0.693403	Beta
0.699199	Beta
0.701652	Beta
0.70051	Beta
0.695904	Beta
0.697994	Beta
0.699156	Beta
0.696773	Beta
0.697662	Beta
0.695781	Beta
0.696193	Beta
0.689782	Beta
0.69045	Beta
0.684489	Beta
0.682337	Beta
0.683647	Beta
0.693638	Beta
0.698121	Beta
0.698151	Beta
0.697862	Beta
0.694432	Beta
0.693678	Beta
0.697593	Beta
0.698008	Beta
0.681094	Beta
0.701305	Beta
0.700398	Beta
0.697993	Beta
0.699149	Beta
0.692584	Beta
0.694497	Beta
0.697028	Beta
0.694119	Beta
0.693506	Beta
0.694434	Beta
0.690112	Beta
0.69009	Beta
0.701921	Beta
0.703909	Beta
0.701742	Beta
0.700996	Beta
0.702468	Beta
0.701858	Beta
0.700922	Beta
0.70112	Beta
0.69288	Beta
0.692907	Beta
0.69432	Beta
0.694244	Beta
0.689153	Beta
0.691308	Beta
0.696409	Beta
0.690063	Beta
0.688713	Beta
0.692721	Beta
0.687092	Beta
0.687432	Beta
0.691823	Beta
0.69609	Beta
0.694333	Beta
0.695347	Beta
0.696587	Beta
0.698629	Beta
0.695597	Beta
0.696227	Beta
0.688601	Beta
0.688646	Beta
0.696408	Beta
0.683428	Beta
0.700878	Beta
0.699002	Beta
0.700395	Beta
0.699483	Beta
0.698812	Beta
0.694666	Beta
0.693757	Beta
0.699275	Beta
0.699741	Beta
0.699077	Beta
0.695023	Beta
0.694673	Beta
0.694763	Beta
0.699125	Beta
0.697054	Beta
0.699562	Beta
0.704384	Beta
0.686472	Beta
0.693709	Beta
0.686093	Beta
0.685288	Beta
0.690789	Beta
0.693972	Beta
0.696386	Beta
0.695199	Beta
0.694738	Beta
0.694623	Beta
0.696045	Beta
0.697292	Beta
0.692301	Beta
0.690666	Beta
0.697566	Beta
0.696125	Beta
0.691026	Beta
0.698279	Beta
0.697864	Beta
0.694615	Beta
0.690072	Beta
0.69539	Beta
0.694721	Beta
0.692491	Beta
0.685069	Beta
0.68997	Beta
0.685478	Beta
0.703474	Beta
0.69735	Beta
0.697087	Beta
0.686117	Beta
0.69921	Beta
0.692535	Beta
0.692637	Beta
0.694787	Beta
0.691477	Beta
0.690726	Beta
0.689659	Beta
0.690305	Beta
0.692716	Beta
0.691996	Beta
0.698745	Beta
0.690393	Beta
0.691476	Beta
0.689405	Beta
0.685711	Beta
0.690338	Beta
0.689933	Beta
0.697935	Beta
0.68637	Beta
0.690509	Beta
0.685966	Beta
0.693667	Beta
0.691576	Beta
0.695949	Beta
0.689841	Beta
0.69041	Beta
0.697344	Beta
0.695627	Beta
0.690587	Beta
0.691292	Beta
0.69131	Beta
0.691152	Beta
0.686547	Beta
0.686928	Beta
0.685883	Beta
0.68431	Beta
0.682926	Beta
0.698275	Beta
0.69803	Beta
0.693582	Beta
0.69805	Beta
0.695191	Beta
0.69346	Beta
0.695242	Beta
0.691269	Beta
0.691988	Beta
0.699645	Beta
0.695187	Beta
0.688519	Beta
0.689052	Beta
0.688956	Beta
0.696009	Beta
0.696157	Beta
0.684186	Beta
0.683998	Beta
0.698902	Beta
0.692507	Beta
0.697514	Beta
0.698166	Beta
0.693361	Beta
0.69217	Beta
0.692697	Beta
0.686636	Beta
0.685599	Beta
0.686439	Beta
0.68972	Beta
0.693064	Beta
0.693272	Beta
0.703299	Beta
0.703579	Beta
0.698194	Beta
0.695443	Beta
0.699456	Beta
0.695131	Beta
0.704257	Beta
0.692761	Beta
0.691013	Beta
0.692326	Beta
0.69445	Beta
0.693435	Beta
0.690524	Beta
